اسم المرفق,النوع,نوع المنشأة,القطاع,الحالة التشغيلية,المحافظة,المديرية
عيادة خالد السلطان,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة دار الاسنان,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة رنا عساج طب الأسنان,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة ريم الكبسي,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة رينا لطب أسنان,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة عبير لطب الأسنان,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة محمد غلاب,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة مختار العريفي,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة مروه حجر,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة معين القمش,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة منال حجر,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة نجاح سلام,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة نصار لطب الأسنان,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة ياسر العواسي,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة الخليل لطب الاسنان,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة الضحي للأسنان,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة عادل الراعي لطب الاسنان,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
عيادة فلسطين طب أسنان,عيادة,اسنان,خاص,-,امانة العاصمه,الثوره
مختبر بلعلاء,مختبر,عام,خاص,-,امانة العاصمه,الثوره
مختبر تونس,مختبر,عام,خاص,-,امانة العاصمه,الثوره
مختبر طيبة,مختبر,عام,خاص,-,امانة العاصمه,الثوره
مختبرات التعاون الطبيه,مختبر,عام,خاص,-,امانة العاصمه,الثوره
مختبرات الجينات,مختبر,عام,خاص,-,امانة العاصمه,الثوره
مختبرات العافية,مختبر,عام,خاص,-,امانة العاصمه,الثوره
مختبرات العلمية,مختبر,عام,خاص,-,امانة العاصمه,الثوره
مختبرات ركن الاطباء,مختبر,عام,خاص,-,امانة العاصمه,الثوره
مختبرات صابر عبدالجليل,مختبر,عام,خاص,-,امانة العاصمه,الثوره
مختبرات فيصل الحيمي,مختبر,عام,خاص,-,امانة العاصمه,الثوره
عيادة نور للنساء والتوليد,عيادة,نساء وولادة,خاص,-,امانة العاصمه,الثوره
عيادة  إبراهيم العيزري جراحة عامة,عيادة,جراحه عامه,خاص,-,امانة العاصمه,الثوره
عيادة  علي العمري باطنية مسالك,عيادة,باطنيه كلي,خاص,-,امانة العاصمه,الثوره
عيادة ابتسام الريمي للعلاج بالوخز بالابر الصينيه,عيادة,علاج طبيعي,خاص,-,امانة العاصمه,الثوره
عيادة ابراهيم الصيلمي لجراحة العظام,عيادة,جراحة عظام,خاص,-,امانة العاصمه,الثوره
عيادة اسماء الشيباني,عيادة,نسا وولاده,خاص,-,امانة العاصمه,الثوره
عيادة افراح المرتضي لطب الاطفال,عيادة,اطفال,خاص,-,امانة العاصمه,الثوره
عيادة الامل,عيادة,نسا وولاده,خاص,-,امانة العاصمه,الثوره
عيادة الفياضي طب عام,عيادة,طب عام,خاص,-,امانة العاصمه,الثوره
عيادة المحبشي,عيادة,باطنية وصدر,خاص,-,امانة العاصمه,الثوره
عيادة امين ردمان  باطنية,عيادة,باطنيه,خاص,-,امانة العاصمه,الثوره
عيادة ايمان جارالله,عيادة,نسا وولاده,خاص,-,امانة العاصمه,الثوره
عيادة ايمان جسار طب اطفال,عيادة,اطفال,خاص,-,امانة العاصمه,الثوره
عيادة بلقيس شريان لنساء وولادة,عيادة,نسا وولاده,خاص,-,امانة العاصمه,الثوره
عيادة سحر علي الناصر,عيادة,نسا وولاده,خاص,-,امانة العاصمه,الثوره
عيادة عادل الهجامي استشاري باطنية و كلي,عيادة,باطنية كلي,خاص,-,امانة العاصمه,الثوره
عيادة عبد الولي الاكوع,عيادة,عيون,خاص,-,امانة العاصمه,الثوره
عيادة عبدالخالق النونو,عيادة,باطنية وقلب,خاص,-,امانة العاصمه,الثوره
عيادة عبدالقادر الحمادي باطنية,عيادة,باطنيه,خاص,-,امانة العاصمه,الثوره
عيادة غادة القدسي  نساء وولادة,عيادة,نسا وولاده,خاص,-,امانة العاصمه,الثوره
عيادة فيصل المحبشي,عيادة,عظام,خاص,-,امانة العاصمه,الثوره
عيادة محمد العقاري,عيادة,باطنية واطفال,خاص,-,امانة العاصمه,الثوره
عيادة محمد المحبشي,عيادة,باطنية,خاص,-,امانة العاصمه,الثوره
عيادة نبيل الخياط,عيادة,امراض القلب,خاص,-,امانة العاصمه,الثوره
عيادة نصر الهيصمي,عيادة,انف واذن وحنجرة,خاص,-,امانة العاصمه,الثوره
عيادة نعمان محمد اللهبي,عيادة,جراحة مناضير,خاص,-,امانة العاصمه,الثوره
عيادة هيفاء كليب للنساء وولادة,عيادة,نسا وولاده,خاص,-,امانة العاصمه,الثوره
عيادة ياسين النهاري باطنية,عيادة,استشاري باطنيه,خاص,-,امانة العاصمه,الثوره
عياده  زلفي محمد شرف الدين,عيادة,نساء وولاده,خاص,-,امانة العاصمه,الثوره
عياده الامين عبدالله النور,عيادة,جراحه عامه ومناظير,خاص,-,امانة العاصمه,الثوره
عياده جراحه عامه ومناظير,عيادة,باطنيه,خاص,-,امانة العاصمه,الثوره
عياده طب اطفال,عيادة,اطفال,خاص,-,امانة العاصمه,الثوره
طوفان الاقصى,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة ابو نضال,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة الصفاء اسعافية,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة القدس اسعافية,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة اية 2,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة برلين 3,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
العيادة الطبية,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة اسعافيه النهمي,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة اكسير,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة الاخلاص,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة الاريج,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة الاسره النموذجيه,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة الاسودي,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة الاكحلي,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة الامان,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة الامل,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة الامل النموذجيه,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة الأمانة اسعافية,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة البدرين,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة الثقة8,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة الثقه 6,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
عيادة الثورة اسعافية,عيادة,اسعافات اولية,خاص,-,امانة العاصمه,الثوره
